DP;DPNOM;AÑO;ÁREA GEOGRÁFICA;Población
23;Córdoba;2026;Centros Poblados y Rural Disperso;956.699
23;Córdoba;2026;Total;1.942.796
23;Córdoba;2027;Cabecera;989.718
23;Córdoba;2027;Centros Poblados y Rural Disperso;965.762
23;Córdoba;2027;Total;1.955.480
23;Córdoba;2028;Cabecera;993.230
23;Córdoba;2028;Centros Poblados y Rural Disperso;974.269
23;Córdoba;2028;Total;1.967.499
23;Córdoba;2029;Cabecera;996.594
23;Córdoba;2029;Centros Poblados y Rural Disperso;982.339
23;Córdoba;2029;Total;1.978.933
23;Córdoba;2030;Cabecera;999.873
23;Córdoba;2030;Centros Poblados y Rural Disperso;990.052
23;Córdoba;2030;Total;1.989.925
23;Córdoba;2031;Cabecera;1.003.019
23;Córdoba;2031;Centros Poblados y Rural Disperso;997.495
23;Córdoba;2031;Total;2.000.514
23;Córdoba;2032;Cabecera;1.005.860
23;Córdoba;2032;Centros Poblados y Rural Disperso;1.004.769
23;Córdoba;2032;Total;2.010.629
23;Córdoba;2033;Cabecera;1.008.332
23;Córdoba;2033;Centros Poblados y Rural Disperso;1.011.911
23;Córdoba;2033;Total;2.020.243
23;Córdoba;2034;Cabecera;1.010.474
23;Córdoba;2034;Centros Poblados y Rural Disperso;1.018.893
23;Córdoba;2034;Total;2.029.367
23;Córdoba;2035;Cabecera;1.012.312
23;Córdoba;2035;Centros Poblados y Rural Disperso;1.025.702
23;Córdoba;2035;Total;2.038.014
23;Córdoba;2036;Total;2.046.146
23;Córdoba;2037;Total;2.053.721
23;Córdoba;2038;Total;2.060.743
23;Córdoba;2039;Total;2.067.216
23;Córdoba;2040;Total;2.073.125
23;Córdoba;2041;Total;2.078.467
23;Córdoba;2042;Total;2.083.253
23;Córdoba;2043;Total;2.087.494
23;Córdoba;2044;Total;2.091.177
23;Córdoba;2045;Total;2.094.291
23;Córdoba;2046;Total;2.096.836
23;Córdoba;2047;Total;2.098.816
23;Córdoba;2048;Total;2.100.228
23;Córdoba;2049;Total;2.101.073
23;Córdoba;2050;Total;2.101.344
25;Cundinamarca;2020;Cabecera;2.316.850
25;Cundinamarca;2020;Centros Poblados y Rural Disperso;831.104
25;Cundinamarca;2020;Total;3.147.954
25;Cundinamarca;2021;Cabecera;2.412.496
25;Cundinamarca;2021;Centros Poblados y Rural Disperso;821.193
25;Cundinamarca;2021;Total;3.233.689
25;Cundinamarca;2022;Cabecera;2.511.490
25;Cundinamarca;2022;Centros Poblados y Rural Disperso;823.147
25;Cundinamarca;2022;Total;3.334.637
25;Cundinamarca;2023;Cabecera;2.616.482
25;Cundinamarca;2023;Centros Poblados y Rural Disperso;828.845
25;Cundinamarca;2023;Total;3.445.327
25;Cundinamarca;2024;Cabecera;2.712.978
25;Cundinamarca;2024;Centros Poblados y Rural Disperso;840.315
25;Cundinamarca;2024;Total;3.553.293
25;Cundinamarca;2025;Cabecera;2.804.899
25;Cundinamarca;2025;Centros Poblados y Rural Disperso;852.508
25;Cundinamarca;2025;Total;3.657.407
25;Cundinamarca;2026;Cabecera;2.893.377
25;Cundinamarca;2026;Centros Poblados y Rural Disperso;865.052
25;Cundinamarca;2026;Total;3.758.429
25;Cundinamarca;2027;Cabecera;2.979.486
25;Cundinamarca;2027;Centros Poblados y Rural Disperso;877.923
25;Cundinamarca;2027;Total;3.857.409
25;Cundinamarca;2028;Cabecera;3.063.354
25;Cundinamarca;2028;Centros Poblados y Rural Disperso;891.386
25;Cundinamarca;2028;Total;3.954.740
25;Cundinamarca;2029;Cabecera;3.145.334
25;Cundinamarca;2029;Centros Poblados y Rural Disperso;905.420
25;Cundinamarca;2029;Total;4.050.754
25;Cundinamarca;2030;Cabecera;3.225.497
25;Cundinamarca;2030;Centros Poblados y Rural Disperso;920.245
25;Cundinamarca;2030;Total;4.145.742
25;Cundinamarca;2031;Cabecera;3.304.424
25;Cundinamarca;2031;Centros Poblados y Rural Disperso;935.258
25;Cundinamarca;2031;Total;4.239.682
25;Cundinamarca;2032;Cabecera;3.382.274
25;Cundinamarca;2032;Centros Poblados y Rural Disperso;950.082
25;Cundinamarca;2032;Total;4.332.356
25;Cundinamarca;2033;Cabecera;3.459.176
25;Cundinamarca;2033;Centros Poblados y Rural Disperso;964.518
25;Cundinamarca;2033;Total;4.423.694
25;Cundinamarca;2034;Cabecera;3.535.083
25;Cundinamarca;2034;Centros Poblados y Rural Disperso;978.583
25;Cundinamarca;2034;Total;4.513.666
25;Cundinamarca;2035;Cabecera;3.609.991
25;Cundinamarca;2035;Centros Poblados y Rural Disperso;992.239
25;Cundinamarca;2035;Total;4.602.230
25;Cundinamarca;2036;Total;4.689.286
25;Cundinamarca;2037;Total;4.774.727
25;Cundinamarca;2038;Total;4.858.513
25;Cundinamarca;2039;Total;4.940.644
25;Cundinamarca;2040;Total;5.021.084
25;Cundinamarca;2041;Total;5.099.813
25;Cundinamarca;2042;Total;5.176.847
25;Cundinamarca;2043;Total;5.252.187
25;Cundinamarca;2044;Total;5.325.805
25;Cundinamarca;2045;Total;5.397.678
25;Cundinamarca;2046;Total;5.467.812
25;Cundinamarca;2047;Total;5.536.196
25;Cundinamarca;2048;Total;5.602.809
25;Cundinamarca;2049;Total;5.667.634
25;Cundinamarca;2050;Total;5.730.649
27;Chocó;2020;Cabecera;251.171
27;Chocó;2020;Centros Poblados y Rural Disperso;311.216
27;Chocó;2020;Total;562.387
27;Chocó;2021;Cabecera;253.163
27;Chocó;2021;Centros Poblados y Rural Disperso;320.685
27;Chocó;2021;Total;573.848
27;Chocó;2022;Cabecera;255.404
27;Chocó;2022;Centros Poblados y Rural Disperso;329.117
27;Chocó;2022;Total;584.521
27;Chocó;2023;Cabecera;257.328
27;Chocó;2023;Centros Poblados y Rural Disperso;337.810
27;Chocó;2023;Total;595.138
27;Chocó;2024;Cabecera;259.951
27;Chocó;2024;Centros Poblados y Rural Disperso;345.527
27;Chocó;2024;Total;605.478
27;Chocó;2025;Cabecera;262.503
27;Chocó;2025;Centros Poblados y Rural Disperso;352.579
27;Chocó;2025;Total;615.082
27;Chocó;2026;Cabecera;264.856
27;Chocó;2026;Centros Poblados y Rural Disperso;359.184
27;Chocó;2026;Total;624.040
27;Chocó;2027;Cabecera;266.943
27;Chocó;2027;Centros Poblados y Rural Disperso;365.721
27;Chocó;2027;Total;632.664
27;Chocó;2028;Cabecera;269.178
27;Chocó;2028;Centros Poblados y Rural Disperso;371.789
27;Chocó;2028;Total;640.967
27;Chocó;2029;Cabecera;271.372
27;Chocó;2029;Centros Poblados y Rural Disperso;377.601
27;Chocó;2029;Total;648.973
27;Chocó;2030;Cabecera;273.515
27;Chocó;2030;Centros Poblados y Rural Disperso;383.200
27;Chocó;2030;Total;656.715
27;Chocó;2031;Cabecera;275.370
27;Chocó;2031;Centros Poblados y Rural Disperso;388.876
27;Chocó;2031;Total;664.246
27;Chocó;2032;Cabecera;277.329
27;Chocó;2032;Centros Poblados y Rural Disperso;394.241
27;Chocó;2032;Total;671.570
27;Chocó;2033;Cabecera;279.160
27;Chocó;2033;Centros Poblados y Rural Disperso;399.499
27;Chocó;2033;Total;678.659
27;Chocó;2034;Cabecera;280.867
27;Chocó;2034;Centros Poblados y Rural Disperso;404.649
27;Chocó;2034;Total;685.516
27;Chocó;2035;Cabecera;282.169
27;Chocó;2035;Centros Poblados y Rural Disperso;409.978
27;Chocó;2035;Total;692.147
27;Chocó;2036;Total;698.551
27;Chocó;2037;Total;704.730
27;Chocó;2038;Total;710.689
27;Chocó;2039;Total;716.433
27;Chocó;2040;Total;721.948
27;Chocó;2041;Total;727.230
27;Chocó;2042;Total;732.288
27;Chocó;2043;Total;737.127
27;Chocó;2044;Total;741.733
27;Chocó;2045;Total;746.105
27;Chocó;2046;Total;750.250
27;Chocó;2047;Total;754.176
27;Chocó;2048;Total;757.875
27;Chocó;2049;Total;761.350
27;Chocó;2050;Total;764.599
41;Huila;2020;Cabecera;687.414
41;Huila;2020;Centros Poblados y Rural Disperso;449.497
41;Huila;2020;Total;1.136.911
41;Huila;2021;Cabecera;693.584
41;Huila;2021;Centros Poblados y Rural Disperso;457.627
41;Huila;2021;Total;1.151.211
41;Huila;2022;Cabecera;699.526
41;Huila;2022;Centros Poblados y Rural Disperso;464.937
41;Huila;2022;Total;1.164.463
41;Huila;2023;Cabecera;705.917
41;Huila;2023;Centros Poblados y Rural Disperso;472.536
41;Huila;2023;Total;1.178.453
41;Huila;2024;Cabecera;712.640
41;Huila;2024;Centros Poblados y Rural Disperso;479.633
41;Huila;2024;Total;1.192.273
41;Huila;2025;Cabecera;719.024
41;Huila;2025;Centros Poblados y Rural Disperso;486.294
41;Huila;2025;Total;1.205.318
41;Huila;2026;Cabecera;725.038
41;Huila;2026;Centros Poblados y Rural Disperso;492.633
41;Huila;2026;Total;1.217.671
41;Huila;2027;Cabecera;730.852
41;Huila;2027;Centros Poblados y Rural Disperso;498.681
41;Huila;2027;Total;1.229.533
41;Huila;2028;Cabecera;736.328
41;Huila;2028;Centros Poblados y Rural Disperso;504.596
41;Huila;2028;Total;1.240.924
41;Huila;2029;Cabecera;741.616
41;Huila;2029;Centros Poblados y Rural Disperso;510.241
41;Huila;2029;Total;1.251.857
41;Huila;2030;Cabecera;746.681
41;Huila;2030;Centros Poblados y Rural Disperso;515.726
41;Huila;2030;Total;1.262.407
41;Huila;2031;Cabecera;751.556
41;Huila;2031;Centros Poblados y Rural Disperso;521.062
41;Huila;2031;Total;1.272.618
41;Huila;2032;Cabecera;756.142
41;Huila;2032;Centros Poblados y Rural Disperso;526.321
41;Huila;2032;Total;1.282.463
41;Huila;2033;Cabecera;760.408
41;Huila;2033;Centros Poblados y Rural Disperso;531.518
41;Huila;2033;Total;1.291.926
41;Huila;2034;Cabecera;764.444
41;Huila;2034;Centros Poblados y Rural Disperso;536.582
41;Huila;2034;Total;1.301.026
41;Huila;2035;Cabecera;768.231
41;Huila;2035;Centros Poblados y Rural Disperso;541.544
41;Huila;2035;Total;1.309.775
41;Huila;2036;Total;1.318.148
41;Huila;2037;Total;1.326.117
41;Huila;2038;Total;1.333.689
41;Huila;2039;Total;1.340.889
41;Huila;2040;Total;1.347.699
41;Huila;2041;Total;1.354.105
41;Huila;2042;Total;1.360.136
41;Huila;2043;Total;1.365.807
41;Huila;2044;Total;1.371.090
41;Huila;2045;Total;1.375.984
41;Huila;2046;Total;1.380.511
41;Huila;2047;Total;1.384.672
41;Huila;2048;Total;1.388.458
41;Huila;2049;Total;1.391.865
41;Huila;2050;Total;1.394.898
44;La Guajira;2020;Cabecera;481.253
44;La Guajira;2020;Centros Poblados y Rural Disperso;482.814
44;La Guajira;2020;Total;964.067
44;La Guajira;2021;Cabecera;500.332
44;La Guajira;2021;Centros Poblados y Rural Disperso;492.749
44;La Guajira;2021;Total;993.081
44;La Guajira;2022;Cabecera;515.338
44;La Guajira;2022;Centros Poblados y Rural Disperso;501.783
44;La Guajira;2022;Total;1.017.121
44;La Guajira;2023;Cabecera;529.039
44;La Guajira;2023;Centros Poblados y Rural Disperso;509.358
44;La Guajira;2023;Total;1.038.397
44;La Guajira;2024;Cabecera;540.264
44;La Guajira;2024;Centros Poblados y Rural Disperso;516.988
44;La Guajira;2024;Total;1.057.252
44;La Guajira;2025;Cabecera;550.147
44;La Guajira;2025;Centros Poblados y Rural Disperso;523.704
44;La Guajira;2025;Total;1.073.851
44;La Guajira;2026;Cabecera;559.005
44;La Guajira;2026;Centros Poblados y Rural Disperso;529.798
44;La Guajira;2026;Total;1.088.803
44;La Guajira;2027;Cabecera;567.399
44;La Guajira;2027;Centros Poblados y Rural Disperso;535.348
44;La Guajira;2027;Total;1.102.747
44;La Guajira;2028;Cabecera;575.012
44;La Guajira;2028;Centros Poblados y Rural Disperso;541.050
44;La Guajira;2028;Total;1.116.062
44;La Guajira;2029;Cabecera;582.266
44;La Guajira;2029;Centros Poblados y Rural Disperso;546.776
44;La Guajira;2029;Total;1.129.042
44;La Guajira;2030;Cabecera;589.313
44;La Guajira;2030;Centros Poblados y Rural Disperso;552.684
44;La Guajira;2030;Total;1.141.997
44;La Guajira;2031;Cabecera;596.518
44;La Guajira;2031;Centros Poblados y Rural Disperso;558.446
44;La Guajira;2031;Total;1.154.964
44;La Guajira;2032;Cabecera;603.341
44;La Guajira;2032;Centros Poblados y Rural Disperso;564.452
44;La Guajira;2032;Total;1.167.793
44;La Guajira;2033;Cabecera;610.009
44;La Guajira;2033;Centros Poblados y Rural Disperso;570.451
44;La Guajira;2033;Total;1.180.460
44;La Guajira;2034;Cabecera;616.585
44;La Guajira;2034;Centros Poblados y Rural Disperso;576.388
44;La Guajira;2034;Total;1.192.973
44;La Guajira;2035;Cabecera;623.351
44;La Guajira;2035;Centros Poblados y Rural Disperso;582.009
44;La Guajira;2035;Total;1.205.360
44;La Guajira;2036;Total;1.217.550
44;La Guajira;2037;Total;1.229.463
44;La Guajira;2038;Total;1.241.112
44;La Guajira;2039;Total;1.252.518
44;La Guajira;2040;Total;1.263.663
44;La Guajira;2041;Total;1.274.524
44;La Guajira;2042;Total;1.285.123
44;La Guajira;2043;Total;1.295.469
44;La Guajira;2044;Total;1.305.550
44;La Guajira;2045;Total;1.315.350
44;La Guajira;2046;Total;1.324.876
44;La Guajira;2047;Total;1.334.141
44;La Guajira;2048;Total;1.343.136
44;La Guajira;2049;Total;1.351.847
44;La Guajira;2050;Total;1.360.264
47;Magdalena;2020;Cabecera;987.845
47;Magdalena;2020;Centros Poblados y Rural Disperso;438.178
47;Magdalena;2020;Total;1.426.023
47;Magdalena;2021;Cabecera;1.001.595
47;Magdalena;2021;Centros Poblados y Rural Disperso;452.559
47;Magdalena;2021;Total;1.454.154
47;Magdalena;2022;Cabecera;1.011.191
47;Magdalena;2022;Centros Poblados y Rural Disperso;465.175
47;Magdalena;2022;Total;1.476.366
47;Magdalena;2023;Cabecera;1.019.464
47;Magdalena;2023;Centros Poblados y Rural Disperso;476.699
47;Magdalena;2023;Total;1.496.163
47;Magdalena;2024;Cabecera;1.026.917
47;Magdalena;2024;Centros Poblados y Rural Disperso;486.865
47;Magdalena;2024;Total;1.513.782
47;Magdalena;2025;Cabecera;1.033.279
47;Magdalena;2025;Centros Poblados y Rural Disperso;495.759
47;Magdalena;2025;Total;1.529.038
47;Magdalena;2026;Cabecera;1.038.748
47;Magdalena;2026;Centros Poblados y Rural Disperso;503.789
47;Magdalena;2026;Total;1.542.537
47;Magdalena;2027;Cabecera;1.044.003
47;Magdalena;2027;Centros Poblados y Rural Disperso;510.864
47;Magdalena;2027;Total;1.554.867
47;Magdalena;2028;Cabecera;1.048.639
47;Magdalena;2028;Centros Poblados y Rural Disperso;517.775
47;Magdalena;2028;Total;1.566.414
47;Magdalena;2029;Cabecera;1.053.243
47;Magdalena;2029;Centros Poblados y Rural Disperso;524.254
47;Magdalena;2029;Total;1.577.497
47;Magdalena;2030;Cabecera;1.057.885
47;Magdalena;2030;Centros Poblados y Rural Disperso;530.502
47;Magdalena;2030;Total;1.588.387
47;Magdalena;2031;Cabecera;1.062.868
47;Magdalena;2031;Centros Poblados y Rural Disperso;536.227
47;Magdalena;2031;Total;1.599.095
47;Magdalena;2032;Cabecera;1.067.205
47;Magdalena;2032;Centros Poblados y Rural Disperso;542.269
47;Magdalena;2032;Total;1.609.474
47;Magdalena;2033;Cabecera;1.071.257
47;Magdalena;2033;Centros Poblados y Rural Disperso;548.228
47;Magdalena;2033;Total;1.619.485
47;Magdalena;2034;Cabecera;1.075.015
47;Magdalena;2034;Centros Poblados y Rural Disperso;554.128
47;Magdalena;2034;Total;1.629.143
47;Magdalena;2035;Cabecera;1.078.792
47;Magdalena;2035;Centros Poblados y Rural Disperso;559.668
47;Magdalena;2035;Total;1.638.460
47;Magdalena;2036;Total;1.647.354
47;Magdalena;2037;Total;1.655.757
47;Magdalena;2038;Total;1.663.678
47;Magdalena;2039;Total;1.671.143
47;Magdalena;2040;Total;1.678.130
47;Magdalena;2041;Total;1.684.630
47;Magdalena;2042;Total;1.690.662
47;Magdalena;2043;Total;1.696.227
47;Magdalena;2044;Total;1.701.316
47;Magdalena;2045;Total;1.705.923
47;Magdalena;2046;Total;1.710.064
47;Magdalena;2047;Total;1.713.751
47;Magdalena;2048;Total;1.716.973
47;Magdalena;2049;Total;1.719.728
47;Magdalena;2050;Total;1.722.017
50;Meta;2020;Cabecera;824.056
50;Meta;2020;Centros Poblados y Rural Disperso;257.976
50;Meta;2020;Total;1.082.032
50;Meta;2021;Cabecera;835.553
50;Meta;2021;Centros Poblados y Rural Disperso;262.551
50;Meta;2021;Total;1.098.104
50;Meta;2022;Cabecera;846.615
50;Meta;2022;Centros Poblados y Rural Disperso;267.195
50;Meta;2022;Total;1.113.810
50;Meta;2023;Cabecera;858.142
50;Meta;2023;Centros Poblados y Rural Disperso;271.943
50;Meta;2023;Total;1.130.085
50;Meta;2024;Cabecera;869.506
50;Meta;2024;Centros Poblados y Rural Disperso;276.260
50;Meta;2024;Total;1.145.766
50;Meta;2025;Cabecera;880.077
50;Meta;2025;Centros Poblados y Rural Disperso;280.274
50;Meta;2025;Total;1.160.351
50;Meta;2026;Cabecera;889.994
50;Meta;2026;Centros Poblados y Rural Disperso;284.010
50;Meta;2026;Total;1.174.004
50;Meta;2027;Cabecera;899.378
50;Meta;2027;Centros Poblados y Rural Disperso;287.733
50;Meta;2027;Total;1.187.111
50;Meta;2028;Cabecera;908.518
50;Meta;2028;Centros Poblados y Rural Disperso;291.211
50;Meta;2028;Total;1.199.729
50;Meta;2029;Cabecera;917.329
50;Meta;2029;Centros Poblados y Rural Disperso;294.585
50;Meta;2029;Total;1.211.914
50;Meta;2030;Cabecera;925.859
50;Meta;2030;Centros Poblados y Rural Disperso;297.876
50;Meta;2030;Total;1.223.735
50;Meta;2031;Cabecera;934.020
50;Meta;2031;Centros Poblados y Rural Disperso;301.209
50;Meta;2031;Total;1.235.229
50;Meta;2032;Cabecera;942.043
50;Meta;2032;Centros Poblados y Rural Disperso;304.331
50;Meta;2032;Total;1.246.374
50;Meta;2033;Cabecera;949.739
50;Meta;2033;Centros Poblados y Rural Disperso;307.419
50;Meta;2033;Total;1.257.158
50;Meta;2034;Cabecera;957.118
50;Meta;2034;Centros Poblados y Rural Disperso;310.458
50;Meta;2034;Total;1.267.576
50;Meta;2035;Cabecera;964.054
50;Meta;2035;Centros Poblados y Rural Disperso;313.578
50;Meta;2035;Total;1.277.632
50;Meta;2036;Total;1.287.321
50;Meta;2037;Total;1.296.627
50;Meta;2038;Total;1.305.561
50;Meta;2039;Total;1.314.133
50;Meta;2040;Total;1.322.326
50;Meta;2041;Total;1.330.132
50;Meta;2042;Total;1.337.574
50;Meta;2043;Total;1.344.662
50;Meta;2044;Total;1.351.378
50;Meta;2045;Total;1.357.722
50;Meta;2046;Total;1.363.702
50;Meta;2047;Total;1.369.318
50;Meta;2048;Total;1.374.571
50;Meta;2049;Total;1.379.454
50;Meta;2050;Total;1.383.966
52;Nariño;2020;Cabecera;730.402
52;Nariño;2020;Centros Poblados y Rural Disperso;935.052
52;Nariño;2020;Total;1.665.454
52;Nariño;2021;Cabecera;736.214
52;Nariño;2021;Centros Poblados y Rural Disperso;942.572
52;Nariño;2021;Total;1.678.786
52;Nariño;2022;Cabecera;741.411
52;Nariño;2022;Centros Poblados y Rural Disperso;947.591
52;Nariño;2022;Total;1.689.002
52;Nariño;2023;Cabecera;746.748
52;Nariño;2023;Centros Poblados y Rural Disperso;952.822
52;Nariño;2023;Total;1.699.570
52;Nariño;2024;Cabecera;752.021
52;Nariño;2024;Centros Poblados y Rural Disperso;957.869
52;Nariño;2024;Total;1.709.890
52;Nariño;2025;Cabecera;756.828
52;Nariño;2025;Centros Poblados y Rural Disperso;962.453
52;Nariño;2025;Total;1.719.281
52;Nariño;2026;Cabecera;761.198
52;Nariño;2026;Centros Poblados y Rural Disperso;966.651
52;Nariño;2026;Total;1.727.849
52;Nariño;2027;Cabecera;765.198
52;Nariño;2027;Centros Poblados y Rural Disperso;970.746
52;Nariño;2027;Total;1.735.944
52;Nariño;2028;Cabecera;769.084
52;Nariño;2028;Centros Poblados y Rural Disperso;974.518
52;Nariño;2028;Total;1.743.602
52;Nariño;2029;Cabecera;772.706
52;Nariño;2029;Centros Poblados y Rural Disperso;978.130
52;Nariño;2029;Total;1.750.836
52;Nariño;2030;Cabecera;776.019
52;Nariño;2030;Centros Poblados y Rural Disperso;981.666
52;Nariño;2030;Total;1.757.685
52;Nariño;2031;Cabecera;779.056
52;Nariño;2031;Centros Poblados y Rural Disperso;985.110
52;Nariño;2031;Total;1.764.166
52;Nariño;2032;Cabecera;782.053
52;Nariño;2032;Centros Poblados y Rural Disperso;988.192
52;Nariño;2032;Total;1.770.245
52;Nariño;2033;Cabecera;784.788
52;Nariño;2033;Centros Poblados y Rural Disperso;991.133
52;Nariño;2033;Total;1.775.921
52;Nariño;2034;Cabecera;787.336
52;Nariño;2034;Centros Poblados y Rural Disperso;993.859
52;Nariño;2034;Total;1.781.195
52;Nariño;2035;Cabecera;789.571
52;Nariño;2035;Centros Poblados y Rural Disperso;996.483
52;Nariño;2035;Total;1.786.054
52;Nariño;2036;Total;1.790.478
52;Nariño;2037;Total;1.794.455
52;Nariño;2038;Total;1.797.994
52;Nariño;2039;Total;1.801.089
52;Nariño;2040;Total;1.803.737
52;Nariño;2041;Total;1.805.948
52;Nariño;2042;Total;1.807.723
52;Nariño;2043;Total;1.809.061
52;Nariño;2044;Total;1.809.964
52;Nariño;2045;Total;1.810.426
52;Nariño;2046;Total;1.810.446
52;Nariño;2047;Total;1.810.038
52;Nariño;2048;Total;1.809.194
52;Nariño;2049;Total;1.807.910
52;Nariño;2050;Total;1.806.176
54;Norte de Santander;2020;Cabecera;1.275.646
54;Norte de Santander;2020;Centros Poblados y Rural Disperso;341.563
54;Norte de Santander;2020;Total;1.617.209
54;Norte de Santander;2021;Cabecera;1.307.684
54;Norte de Santander;2021;Centros Poblados y Rural Disperso;346.657
54;Norte de Santander;2021;Total;1.654.341
54;Norte de Santander;2022;Cabecera;1.328.451
54;Norte de Santander;2022;Centros Poblados y Rural Disperso;350.524
54;Norte de Santander;2022;Total;1.678.975
54;Norte de Santander;2023;Cabecera;1.343.079
54;Norte de Santander;2023;Centros Poblados y Rural Disperso;353.661
54;Norte de Santander;2023;Total;1.696.740
54;Norte de Santander;2024;Cabecera;1.353.250
54;Norte de Santander;2024;Centros Poblados y Rural Disperso;356.320
54;Norte de Santander;2024;Total;1.709.570
54;Norte de Santander;2025;Cabecera;1.359.676
54;Norte de Santander;2025;Centros Poblados y Rural Disperso;358.316
54;Norte de Santander;2025;Total;1.717.992
54;Norte de Santander;2026;Cabecera;1.363.322
54;Norte de Santander;2026;Centros Poblados y Rural Disperso;359.976
54;Norte de Santander;2026;Total;1.723.298
54;Norte de Santander;2027;Cabecera;1.364.973
54;Norte de Santander;2027;Centros Poblados y Rural Disperso;361.757
54;Norte de Santander;2027;Total;1.726.730
54;Norte de Santander;2028;Cabecera;1.365.641
54;Norte de Santander;2028;Centros Poblados y Rural Disperso;363.473
54;Norte de Santander;2028;Total;1.729.114
54;Norte de Santander;2029;Cabecera;1.365.650
54;Norte de Santander;2029;Centros Poblados y Rural Disperso;365.494
54;Norte de Santander;2029;Total;1.731.144
54;Norte de Santander;2030;Cabecera;1.365.486
54;Norte de Santander;2030;Centros Poblados y Rural Disperso;367.882
54;Norte de Santander;2030;Total;1.733.368
54;Norte de Santander;2031;Cabecera;1.365.029
54;Norte de Santander;2031;Centros Poblados y Rural Disperso;370.708
54;Norte de Santander;2031;Total;1.735.737
54;Norte de Santander;2032;Cabecera;1.364.606
54;Norte de Santander;2032;Centros Poblados y Rural Disperso;373.366
54;Norte de Santander;2032;Total;1.737.972
54;Norte de Santander;2033;Cabecera;1.364.053
54;Norte de Santander;2033;Centros Poblados y Rural Disperso;376.004
54;Norte de Santander;2033;Total;1.740.057
54;Norte de Santander;2034;Cabecera;1.363.345
54;Norte de Santander;2034;Centros Poblados y Rural Disperso;378.652
54;Norte de Santander;2034;Total;1.741.997
54;Norte de Santander;2035;Cabecera;1.362.295
54;Norte de Santander;2035;Centros Poblados y Rural Disperso;381.505
54;Norte de Santander;2035;Total;1.743.800
54;Norte de Santander;2036;Total;1.745.338
54;Norte de Santander;2037;Total;1.746.489
54;Norte de Santander;2038;Total;1.747.254
54;Norte de Santander;2039;Total;1.747.648
54;Norte de Santander;2040;Total;1.747.658
54;Norte de Santander;2041;Total;1.747.270
54;Norte de Santander;2042;Total;1.746.497
54;Norte de Santander;2043;Total;1.745.352
54;Norte de Santander;2044;Total;1.743.837
54;Norte de Santander;2045;Total;1.741.938
54;Norte de Santander;2046;Total;1.739.659
54;Norte de Santander;2047;Total;1.737.011
54;Norte de Santander;2048;Total;1.733.997
54;Norte de Santander;2049;Total;1.730.610
54;Norte de Santander;2050;Total;1.726.846
63;Quindio;2020;Cabecera;486.029
63;Quindio;2020;Centros Poblados y Rural Disperso;67.292
63;Quindio;2020;Total;553.321
63;Quindio;2021;Cabecera;490.442
63;Quindio;2021;Centros Poblados y Rural Disperso;66.657
63;Quindio;2021;Total;557.099
63;Quindio;2022;Cabecera;492.893
63;Quindio;2022;Centros Poblados y Rural Disperso;66.917
63;Quindio;2022;Total;559.810
63;Quindio;2023;Cabecera;495.526
63;Quindio;2023;Centros Poblados y Rural Disperso;67.550
63;Quindio;2023;Total;563.076
63;Quindio;2024;Cabecera;497.785
63;Quindio;2024;Centros Poblados y Rural Disperso;68.263
63;Quindio;2024;Total;566.048
63;Quindio;2025;Cabecera;499.565
63;Quindio;2025;Centros Poblados y Rural Disperso;68.995
63;Quindio;2025;Total;568.560
63;Quindio;2026;Cabecera;500.928
63;Quindio;2026;Centros Poblados y Rural Disperso;69.800
63;Quindio;2026;Total;570.728
63;Quindio;2027;Cabecera;501.991
63;Quindio;2027;Centros Poblados y Rural Disperso;70.728
63;Quindio;2027;Total;572.719
63;Quindio;2028;Cabecera;502.850
63;Quindio;2028;Centros Poblados y Rural Disperso;71.750
63;Quindio;2028;Total;574.600
63;Quindio;2029;Cabecera;503.525
63;Quindio;2029;Centros Poblados y Rural Disperso;72.891
63;Quindio;2029;Total;576.416
63;Quindio;2030;Cabecera;504.039
63;Quindio;2030;Centros Poblados y Rural Disperso;74.160
63;Quindio;2030;Total;578.199
63;Quindio;2031;Cabecera;504.435
63;Quindio;2031;Centros Poblados y Rural Disperso;75.498
63;Quindio;2031;Total;579.933
63;Quindio;2032;Cabecera;504.686
63;Quindio;2032;Centros Poblados y Rural Disperso;76.896
63;Quindio;2032;Total;581.582
63;Quindio;2033;Cabecera;504.797
63;Quindio;2033;Centros Poblados y Rural Disperso;78.335
63;Quindio;2033;Total;583.132
63;Quindio;2034;Cabecera;504.764
63;Quindio;2034;Centros Poblados y Rural Disperso;79.814
63;Quindio;2034;Total;584.578
63;Quindio;2035;Cabecera;504.574
63;Quindio;2035;Centros Poblados y Rural Disperso;81.339
63;Quindio;2035;Total;585.913
63;Quindio;2036;Total;587.124
63;Quindio;2037;Total;588.194
63;Quindio;2038;Total;589.117
63;Quindio;2039;Total;589.892
63;Quindio;2040;Total;590.518
63;Quindio;2041;Total;590.996
63;Quindio;2042;Total;591.332
63;Quindio;2043;Total;591.531
63;Quindio;2044;Total;591.590
63;Quindio;2045;Total;591.509
63;Quindio;2046;Total;591.300
63;Quindio;2047;Total;590.960
63;Quindio;2048;Total;590.484
63;Quindio;2049;Total;589.880
63;Quindio;2050;Total;589.149
66;Risaralda;2020;Cabecera;762.638
66;Risaralda;2020;Centros Poblados y Rural Disperso;200.141
66;Risaralda;2020;Total;962.779
66;Risaralda;2021;Cabecera;771.884
